,new_V1,new_V2,new_V3
59,-7.913001,-0.399221,-12.426556
60,16.905035,-1.6701063,-14.9947195
61,-1.5800709,-14.754441,0.58848804
62,-6.2146564,1.1566993,-7.1142187
63,-3.38968,-1.5703473,-19.348368
64,1.8563124,9.339599,-15.432843
65,0.7474477,-8.93568,20.814264
66,2.30317,6.9087276,-8.079512
67,-2.375322,-6.1266317,7.72781
68,-8.843025,5.6406183,-18.03783
69,-16.976536,8.721377,-13.391249
70,-21.49251,-10.491079,-6.051085
71,-11.77395,3.7862606,6.026535
72,4.5390577,7.8381286,-7.4394264
73,-5.858368,10.768103,-0.65503705
74,-17.224754,15.725551,-3.944922
75,0.49362108,12.34677,11.642239
76,3.1832485,13.995191,-18.702795
77,-4.2052526,3.2960749,-9.129236
78,-11.015506,-14.28604,3.132085
79,-8.489184,-0.3027003,0.74687487
80,-3.928583,13.342849,2.3964539
81,-9.51936,10.856513,-13.146863
82,-14.719678,-19.11126,0.31078908
83,-5.762755,11.075251,0.28778148
84,-4.4657516,-4.069853,-12.782754
85,1.5614041,9.103047,-12.280377
86,-0.8205278,7.8224244,-18.814932
87,-16.50832,-11.597991,-0.695658
88,-6.178142,2.3290977,-4.3330307
89,-22.942488,7.83713,-10.147696
90,5.385931,3.2299254,0.7870264
91,-5.8171225,-0.26477283,-19.465881
92,-16.66566,8.991733,-13.401559
93,-8.289833,11.786002,-12.913553
94,-5.1116986,11.61631,-1.2989333
95,-16.611835,10.802864,3.0526545
96,-14.883848,10.399128,3.4650812
97,-14.883844,10.3991165,3.4650931
98,-13.081474,-14.6627245,-5.6222544
99,-9.199935,-2.742262,-1.9194735
100,-12.33707,-11.891798,7.174456
101,-24.488066,7.1290536,-8.853154
102,-10.914658,13.259331,-2.0433478
103,17.361506,3.6974413,-14.870409
104,-17.181744,8.80288,0.15634342
105,-7.948486,-1.6233587,-11.00837
106,-13.947381,-2.0628755,-12.903711
107,-12.086721,-6.6908107,6.396692
108,-6.3384957,4.907816,7.162817
109,-14.725223,-11.293039,-0.87446755
110,-11.552972,7.746915,5.967021
111,0.026110554,-5.2335434,7.776348
112,-20.521023,-2.0371335,-4.8479166
113,-6.586437,9.161884,0.5603988
114,-3.5477445,17.048151,2.844684
115,-20.707981,4.6922026,-6.7887354
116,-23.64122,-0.084309734,5.1486864
117,-14.409412,-12.483643,5.1877947
118,-20.08965,-0.78685766,0.0800438
119,-1.5451297,1.3796055,-15.765375
120,-11.220584,-10.8710785,2.2412064
121,-1.5797415,-14.780473,0.6087516
122,-9.357254,-10.9919195,-0.57448965
123,-12.37403,2.1136022,9.501794
124,-14.285855,7.453521,-5.052948
125,8.830888,0.4171875,19.368793
126,-21.343304,6.780058,-2.7465336
127,-13.021756,5.802089,-15.08838
128,-2.2570415,18.940527,0.43493432
129,7.200601,-4.959895,16.048922
130,-3.8072875,-0.22827412,-8.750938
131,-10.221241,-21.286291,0.96371764
132,-12.451795,1.4645408,9.420443
133,-14.009862,0.42001304,1.953959
134,-10.247113,8.948022,-14.636615
135,7.1709423,-4.6132216,11.271837
136,12.623044,6.832427,-6.6490846
137,-17.670122,11.684667,5.398703
138,-10.14913,-5.1057506,6.8147817
139,-12.172114,-14.949229,4.6196346
140,-9.083158,18.914486,-5.652088
141,-4.7165523,10.80346,0.5907282
142,-10.936761,-14.503816,3.1012938
143,20.988064,0.8314147,-5.2665477
144,-3.6969981,8.981129,-18.279789
145,-1.6684661,9.868663,-6.562621
146,4.6562376,10.733509,-6.7941084
147,0.6651157,3.5848975,13.730275
148,-10.395398,-10.4913,-9.889271
149,15.671885,11.252152,-11.90069
150,-19.234812,6.220288,-2.5822396
151,-3.2293262,8.728751,-3.6014442
152,-3.461293,-16.001417,-5.590637
153,-10.838896,-9.85164,-7.224048
154,-18.26353,16.13109,-3.5488365
155,-11.297843,17.77664,-6.7722864
156,-13.870882,-0.8114731,-6.562136
157,-2.653558,-3.3819637,-4.852055
158,-8.6846285,8.457902,-6.21522
159,-9.737873,11.949878,-7.885527
160,-1.922942,18.637835,12.370678
161,-11.085552,-15.701461,2.711506
162,-7.6285133,18.570219,-5.739794
163,1.3628628,12.399936,-15.636869
164,-9.941904,-4.2714944,0.06545155
165,-1.3009266,16.403952,-11.691929
166,7.2163854,2.3245814,19.944838
167,-20.152172,6.566813,3.335707
168,-12.795218,2.9184682,9.5624
169,11.334368,9.852159,-10.260842
170,-11.896253,2.3799276,10.024614
171,5.6018925,5.2458634,22.799908
172,-7.7455783,-8.995935,-2.3835075
173,-8.355646,12.01923,-13.082212
174,20.70755,-2.042795,-12.579069
175,-21.357828,-8.162399,-0.2303792
176,-3.0731068,10.207457,-4.103162
177,-16.621286,4.221401,4.430751
178,1.1832321,-2.3174088,9.993878
179,-7.969547,15.148495,14.152351
180,17.888111,11.348901,-7.832112
181,-18.074991,0.96397954,8.672579
182,-5.5503497,5.629505,-7.660853
183,-6.5166087,8.217554,-1.6408656
184,-2.5648177,-8.274257,-6.0478745
185,-9.923137,3.2034593,6.037143
186,-1.0860314,-5.5953116,-5.988612
187,-11.210433,7.4251933,5.9936557
188,-15.468077,-6.7087927,-17.491276
189,-8.530718,3.5450852,7.2356067
190,0.8917492,1.5483255,-17.517189
191,-5.599985,-12.850415,-6.651293
192,-4.384421,8.332471,0.7219409
193,-15.663104,4.9382057,-3.8327165
194,2.1121755,14.029031,-18.895267
195,-9.426271,8.196675,3.0178263
196,-3.1688888,-8.544499,-5.653826
197,-22.958687,7.8859086,-10.174671
198,-5.4470854,-13.248964,-0.3282811
199,17.515194,3.8279297,-14.991012
200,-5.141174,-22.1118,-9.055859
201,-5.8418183,-6.9450507,9.33913
202,-13.4865465,15.835012,-2.9416385
203,1.4544556,10.533513,-11.764855
204,0.33686772,12.953101,18.82166
205,-1.2607676,11.670377,-14.308655
206,-19.86353,8.297694,7.0466356
207,-10.962808,-9.5553875,-5.783591
208,-3.520322,-12.210221,-1.0270385
209,16.602144,-0.8729598,-15.429855
210,-5.8044887,14.246654,-12.960501
211,-7.9908485,-10.287066,2.3221104
212,0.311214,-1.3160427,-17.473248
213,-13.59305,-6.614497,3.7116263
214,-13.700658,11.198606,2.4979012
215,-2.0809624,-11.373625,-1.8930429
216,-11.309184,-4.2369647,3.1904263
217,-8.634745,-1.3268136,3.2270908
218,5.296597,-9.841366,20.977617
219,-9.318357,-4.85095,7.4078493
220,0.32201174,-0.19177762,-22.335443
221,1.8703595,6.8176394,-12.74169
222,-2.9022384,-15.798035,-5.405628
223,-12.274861,2.036115,9.876318
224,20.04011,9.536532,-8.5136175
225,6.222369,-7.8774047,12.84586
226,-1.3137004,11.892535,-14.486647
227,-3.5045083,-12.288019,4.1195717
228,1.3761281,9.191513,-15.729469
229,-8.27186,4.4678187,2.014336
230,-10.945428,-20.796564,-4.6408515
231,1.5313504,-12.586417,14.876641
232,-8.425257,-14.299103,5.780909
233,-19.052557,-3.6331217,-0.18407111
234,-14.624907,-3.3027258,5.4263
235,-9.996979,17.816364,-6.056989
236,18.629576,9.3157835,-6.0456114
237,-7.575955,-0.77138853,-5.6239705
238,-9.365834,-10.605418,-0.77207
239,-0.6467525,-5.410488,9.327957
240,-18.78439,11.294119,4.6820016
241,0.3804065,18.772444,-5.638484
242,-19.643896,-3.771354,4.071111
243,-10.038888,7.9039526,-5.0864453
244,1.4493922,11.1123085,-16.102537
245,14.608921,10.910705,-10.401654
246,-2.1324,9.656902,-11.1088
247,-0.5253381,-11.128546,10.286934
248,-4.4298787,9.46118,1.3298328
249,-15.721652,3.1415682,-0.981671
250,-5.8355927,-1.948102,-6.709968
251,2.1497376,11.594062,14.598487
252,-1.3890076,1.447889,-20.357836
253,-2.4300995,3.1071653,-9.554787
254,-3.3197007,-6.7527103,-4.5047345
255,21.613493,1.0936366,-11.271425
256,-7.027494,10.167331,-1.1721212
257,-11.030445,-15.04304,2.837266
258,0.6861785,-13.7167635,11.045417
259,-10.545436,-3.2652147,0.183317
260,-4.8164053,1.1974758,-9.065976
261,-4.157906,3.3226519,-9.024
262,-8.862468,-13.789512,5.547688
263,-6.426564,7.2572126,-9.047427
264,-13.220886,4.0899644,-5.615026
265,-1.701404,-1.4550033,-6.8857512
266,7.8615785,-12.531194,17.091682
267,-10.818104,-8.680416,-8.628191
268,-10.950174,2.540048,8.456024
269,-9.052557,-14.62597,-9.850121
270,-1.3817269,16.460838,-11.744007
271,-1.8000778,2.4300017,-9.10512
272,4.4558563,-6.306136,12.560279
273,-2.5277624,14.856134,-8.944266
274,-10.906539,-8.271863,-8.78476
275,0.67390025,-13.716301,11.044912
276,-10.31055,3.754441,9.70048
277,1.8997842,6.8136106,-12.754052
278,-22.40243,6.4228363,3.8983016
279,-10.275815,3.7378767,9.689226
280,-12.481263,-1.3488704,-4.4467115
281,-16.780611,8.819668,-13.14091
282,-9.081605,18.922758,-5.652577
283,10.414296,-0.66788715,14.175441
284,-6.2728825,-3.6752222,-4.8388357
285,-19.730461,-3.8934605,3.8778467
286,-13.137167,-5.124398,-2.9777343
287,5.043317,11.767314,-9.189466
288,-11.029578,-7.904537,-8.932803
289,-9.031251,3.3812044,-6.991069
290,1.5247333,12.658583,11.542168
291,-0.90977186,7.4688206,-19.238905
292,-11.108823,-7.72509,-9.030002
293,-11.156143,-7.6409845,-9.093104
294,-7.347812,16.770426,1.329565
295,-9.619547,7.864065,-3.1279378
296,3.1097531,-0.9474647,-17.043943
297,3.3543146,13.951129,-18.69979
298,-8.77319,10.531903,-4.3350124
299,-5.8119392,13.030332,-11.429631
300,-9.997492,17.81605,-6.05832
301,13.246686,12.659716,-10.997783
302,10.171338,-0.34973735,13.857664
303,-9.405254,-8.996802,-7.971378
304,-8.128872,5.0296526,-18.173779
305,-0.5349322,7.8018746,-0.122342
306,-15.35961,-17.962763,-2.51144
307,-21.062588,-2.957599,-5.510515
308,-20.746563,0.49120006,-11.785331
309,-12.878722,-6.4340143,-13.416487
310,0.12562418,4.0717273,-15.432888
311,-0.13792749,9.379086,14.559194
312,-15.166439,2.6932433,-7.3217964
313,1.7913315,13.2152195,18.055613
314,18.721292,-3.2382247,-11.235717
315,-12.781122,-16.668776,-7.409461
316,-11.58586,-15.901972,-8.8716135
317,2.9207115,14.020403,-18.724106
318,2.9626114,13.048368,-15.202365
319,-12.133364,-7.624769,-13.251274
320,-19.958712,-3.3641453,0.9232448
321,-8.829711,3.1414826,-7.078737
322,-6.272036,11.137586,-19.20312
323,-0.6639369,-5.3513236,9.409023
324,-9.864158,8.07209,-4.937894
325,-1.6837986,-8.650506,2.8695576
326,-0.6536577,-5.3946047,9.337021
327,-2.6388178,-0.9021221,-10.227338
328,10.739724,-1.9518837,14.63452
329,-19.181923,5.4434094,-2.4431891
330,-16.760374,8.89842,-13.382243
331,-5.8109083,-6.8646617,9.283928
332,-4.8679085,-0.75442016,-0.7720613
333,17.457285,8.055978,-12.9757805
334,-3.1139855,-3.2834182,1.3070651
335,-10.771214,5.4009514,5.462559
336,0.29418126,-3.9713962,8.061172
337,-5.0592737,14.87044,0.45188823
338,-21.062702,-0.9145239,-13.2599125
339,-3.02821,7.840704,-2.5333996
340,-2.6182382,15.694665,-3.4425037
341,-14.622327,9.5084305,6.844534
342,-22.763142,0.17449561,-10.993467
343,-3.5476742,5.1647115,-1.0700688
344,-10.784727,18.110905,-6.352823
345,-4.6360435,-0.26384214,-2.7903259
346,-1.7478272,0.65735674,-20.069336
347,-7.62621,18.568914,-5.744392
348,-1.7206228,0.48181626,-19.859762
349,-0.024981221,-5.1195364,7.8169084
350,-14.99101,9.836244,6.978521
351,-23.17519,-0.5774989,-9.646851
352,-3.9530084,-0.034533557,-18.269173
353,-16.46809,1.9054785,-6.4204955
354,-6.627699,-11.959295,4.7726264
355,-10.975001,10.97997,0.16333048
356,-10.770342,-11.437845,-0.5039964
357,1.675485,1.8358476,-14.891915
358,-8.190448,18.504564,-5.577546
359,-8.714951,17.949081,-5.7344565
360,-7.864808,17.526617,-5.642021
361,18.51555,9.179995,-7.7866726
362,-1.2406386,10.999698,-7.9528213
363,-5.645151,13.836816,-13.169434
364,-2.0228677,0.4767541,-20.789877
365,-3.9624703,8.964513,0.47465986
366,-23.536005,-1.5443863,-9.897107
367,1.8691965,6.817833,-12.741103
368,-17.209381,2.0597706,-9.810796
369,-16.585232,0.55267024,-5.1236897
370,-9.262506,-4.544248,-7.555583
371,-11.087259,13.270283,-7.762103
372,-10.878784,7.4767213,0.26374483
373,-10.602481,-10.4104,-9.1090145
374,-8.345838,8.632258,-6.2364097
375,-18.932217,5.5517235,-1.2548525
376,-14.590076,-7.032869,-1.2631097
377,4.1106777,-3.76983,19.791275
378,-3.3352642,4.234035,5.030009
379,-11.119376,7.9947963,5.7722096
380,-3.0980322,-15.940755,-5.5431952
381,-20.624844,-1.9828069,-4.7751837
382,-7.788165,-2.7641704,-3.568414
383,-13.60611,-11.751813,5.45338
384,-10.494302,9.1993,4.7906647
385,-11.749742,-16.38344,2.0995808
386,7.474164,-5.5803666,11.884044
387,-3.866799,9.974526,-7.9490533
388,-22.941515,-0.19788869,-11.185189
389,-0.9772413,-12.221198,-7.09401
390,0.38972452,-0.26549193,-21.60075
391,-10.165453,-3.9788253,0.07582441
392,-6.031333,-2.0152147,3.118986
393,4.4975452,1.8044832,4.9623456
394,2.7686636,-0.74649465,-18.663752
395,-16.006802,-11.479387,2.4687505
396,-1.0648338,-5.2930017,7.5769
397,-23.28082,-0.8550941,-9.740019
398,-1.5126834,1.0708213,1.9030648
399,-9.336632,-1.3929948,1.6294158
400,1.8748828,10.489851,-13.99963
401,-9.281357,-17.438618,2.1624448
402,-15.340797,-17.9533,-2.5182533
403,-18.517105,7.900942,9.199672
404,-1.7544516,8.67366,22.197145
405,-8.679463,5.470906,-17.58584
406,-7.5102873,6.6274304,6.3397365
407,-18.15388,16.111624,-3.321324
408,-0.92329895,1.958097,1.4521949
409,-8.815139,-11.028369,-2.1159608
410,-10.347991,-10.717579,-7.6344447
411,5.050029,13.240915,-19.01397
412,-11.676658,-0.5651489,2.596131
413,12.856685,1.8244227,-8.274076
414,-12.51449,-4.4904666,3.7326992
415,0.32649687,9.410974,15.809663
416,3.761003,3.310315,-1.6629131
417,-13.311449,-5.0566473,-3.044258
418,15.326821,3.6609359,-6.782388
419,-0.17294925,10.091483,-5.424751
420,-1.8809618,-4.34153,-4.026986
421,-0.8114814,16.261995,-5.822801
422,-13.801163,10.3601465,-13.916914
423,-6.00491,14.887829,0.27770233
424,-17.142094,8.817714,-0.028910173
425,0.010579204,-11.739778,8.090973
426,17.583586,7.934272,-12.987552
427,-10.88414,-15.050509,5.502781
428,-8.845228,9.815158,-12.119878
429,17.575708,10.756695,-7.7241154
430,-8.15458,13.311458,-9.379809
431,-18.206434,-3.202502,-0.049365044
432,-12.240003,3.1002474,9.007101
433,-7.343348,14.376602,-4.339188
434,-6.3089366,-5.0831065,-11.81615
435,-10.688449,3.5257254,9.9759245
436,-5.1401043,-0.33590737,-6.5812073
437,-10.979225,-11.770453,5.024913
438,11.791797,-1.8771361,16.052826
439,-9.475766,-3.1137543,0.8897992
440,-10.706988,-16.816624,2.3907113
441,-17.690426,15.543043,-4.220954
442,-2.2990177,-7.198989,-4.878325
443,-8.894379,-10.397363,0.13223876
444,-0.97693425,-0.8399332,-6.7398014
445,-6.8335333,-3.8839104,4.637936
446,-19.419466,-0.37328956,-11.828315
447,-2.3674703,5.896853,-15.933325
448,6.7674685,-7.659452,15.632
449,-18.558723,2.2651908,-1.3872395
450,-11.885034,-6.6685247,-1.8463926
451,-14.132291,-7.9775095,-3.0599399
452,-13.099035,-11.156581,1.5573258
453,5.9339595,-6.017711,20.561779
454,5.123976,13.211432,-19.04992
455,-22.311218,1.6482309,2.1073956
456,-7.3100157,-19.076357,-13.976844
457,-8.96086,-10.996351,-0.8811156
458,-9.308552,-14.071368,-8.452887
459,-13.678166,16.454449,-2.2688234
460,-4.4082007,-4.1171336,-12.718859
461,-2.2104218,-11.476288,-3.7358422
462,-18.93663,6.2161064,-2.6762419
463,-19.034206,6.297996,-2.579009
464,-19.034391,6.29807,-2.5790567
465,-8.191847,3.6167586,0.08767087
466,-8.238532,-14.50305,5.781226
467,-10.888158,6.935998,3.0595012
468,-14.120288,-7.9325337,-3.0836692
469,-4.8534646,-4.0237536,-13.16945
470,-9.129343,-16.587719,-6.9887505
471,-4.161941,19.683237,-2.1302068
472,-18.623896,2.2179308,-1.58461
473,-7.905606,18.268564,-5.6869025
474,-14.404166,-8.285707,-2.5174365
475,-3.0799742,-2.2307253,-6.7914925
476,4.318089,2.8665435,22.726315
477,-15.14753,-0.91493654,1.1511679
478,-18.839716,6.0296087,-2.4157226
479,16.55871,10.172985,-7.4542103
480,-12.684068,-5.070131,-3.3477564
481,-4.094986,11.213857,1.2235941
482,-3.7484887,-0.35515758,-8.448435
483,-3.1003606,10.124886,-4.0643616
484,-0.4234996,-5.7540174,-7.399332
485,2.0927641,13.350589,-15.92669
486,0.5497982,14.793058,17.554245
487,0.6218947,2.5399885,13.815275
488,-6.188989,-7.3529997,3.0168073
489,-1.8578277,17.986593,-0.9434131
490,9.756512,0.6500749,16.792261
491,-18.906404,6.218952,-2.6335573
492,-6.821889,8.47418,-1.7871618
493,-6.9256725,-8.55587,-12.067727
494,-8.211891,5.6065865,-8.04846
495,-7.026213,10.1703,-1.1837285
496,-9.25624,-14.629534,-9.956276
497,-3.187888,19.330132,3.1775029
498,-16.463633,0.9578406,8.043642
499,-4.8963127,10.96004,0.50882834
500,-13.808645,6.260241,-4.65476
501,-14.942429,-10.623884,-0.9244631
502,-9.638306,8.093905,-17.92904
503,-11.644185,2.6887965,10.439551
504,-4.715018,22.39508,1.5594358
505,-13.641765,15.372949,-3.0110545
506,-8.097907,17.31625,-5.671708
507,-14.139438,-7.7044463,-2.2979114
508,10.2264595,-6.493697,13.124248
509,-8.990298,-10.963699,-1.473524
510,7.8252716,-8.481738,16.094734
511,-2.0680807,-4.45485,-16.83195
512,-11.9354725,-16.029497,1.9070598
513,-20.975286,-4.8591294,7.087014
514,-13.41107,-13.601874,-0.3648209
515,-10.105674,14.134466,-7.6180954
516,-20.888033,-2.4886878,-7.4519877
517,-21.869938,6.9594707,8.979101
518,-9.831085,8.356173,-18.11508
519,-9.4429035,-9.053267,-7.9246616
520,-0.78234625,15.627595,6.23707
521,-10.415785,-11.178716,-7.4343176
522,-15.403124,10.224903,-11.44438
523,-14.119696,-7.9009275,-3.1355968
524,-10.807228,-13.173486,-2.9964983
525,-12.808058,-5.23662,-3.341919
526,-10.805974,-13.172542,-2.9968233
527,-3.7647185,8.918742,-18.407866
528,-3.7247374,-12.075615,1.7248918
529,9.289834,1.1756917,19.490013
530,-5.2519617,1.674447,-11.195421
531,-9.348637,-1.3490994,1.5856435
532,-14.523221,-2.2154517,-14.6291
533,-2.4362183,9.47053,-11.151624
534,-19.07497,6.137604,-2.7689683
535,-13.825127,-3.4502523,-1.5690479
536,-17.732954,15.526617,-4.20987
537,-10.9693,-14.441599,3.0835848
538,-10.802551,-9.919239,-7.443896
539,5.8027315,-7.21111,20.430593
540,-9.551004,-10.405644,5.722933
541,-18.166178,3.479862,3.3296354
542,-4.426611,17.705992,2.982551
543,-14.705125,-5.800966,-12.562547
544,-17.001,-12.196025,-0.2790585
545,19.821514,-1.9712043,-14.211455
546,-6.1535945,-3.4849377,6.2691364
547,2.3901243,7.727995,9.4305
548,-7.601183,-1.3782673,-2.2764895
549,-1.906024,12.1054,12.80416
550,-1.0334886,8.142294,-8.020687
551,-13.489457,-4.7300396,-3.0446398
552,2.5202742,0.5230277,-16.331034
553,-14.1220455,-7.9580197,-3.1500714
554,-14.1220455,-7.9580197,-3.1500711
555,-14.109374,-8.002071,-3.1728652
556,-4.8951244,-4.090125,-13.0971985
557,0.052768394,6.350989,4.0797086
558,-16.468468,1.9045677,-6.4204993
559,-3.2683482,-1.0683777,-9.80863
560,-5.8808503,-12.76764,-5.312842
561,-3.1907613,-0.59033096,-10.666675
562,-10.55321,-3.3455713,0.095439196
563,18.65228,9.712726,-5.777272
564,-12.787608,-6.64202,4.9394
565,-11.107753,12.805891,-12.185374
566,-17.627157,11.7234535,5.3906913
567,-19.459759,5.1248636,-2.906722
568,-2.682331,-0.55221355,-14.944436
569,-4.6452274,9.937481,-2.4763753
570,-17.332737,12.32348,5.449734
571,-5.799502,-0.14140332,-19.542564
572,-2.7827106,-15.670739,-5.3460927
573,0.28780365,-1.2532183,-17.428186
574,-14.719628,-1.1191797,9.126711
575,-3.0602682,7.679245,23.013155
576,1.5495343,-0.44383243,-17.843277
577,-1.1858549,11.591426,-14.917193
578,-5.460736,15.977699,16.002176
579,-8.497909,-14.20842,5.769924
580,-4.263124,-0.021983871,-16.441046
581,-21.027407,0.11057683,-9.726522
582,0.21333365,-1.2385354,-17.415087
583,0.6205868,10.997227,20.366224
584,-11.445099,-16.106274,-7.7981296
585,0.1715667,-1.1914192,-17.392319
586,0.20276858,-1.1897024,-17.41305
587,-10.293929,2.0644255,-3.387845
588,-18.951828,11.171825,5.1831646
589,-1.3889383,6.300725,-10.273863
590,19.116314,6.934194,-11.968304
591,-2.8119705,14.91118,-8.794011
592,-2.588837,5.4259734,-3.622076
593,-7.951385,17.694424,-5.522137
594,-16.468527,1.9043901,-6.4205966
595,-19.093014,7.8921113,-0.40334603
596,-9.3381405,-10.522373,-0.43159682
597,-9.556612,7.763427,-3.1847665
598,-7.618637,5.1690454,0.0041522817
599,-18.838205,5.777613,-2.4570384
600,-10.659768,17.741064,-6.361756
601,-7.913018,-9.485256,-2.347106
602,2.9115608,-0.98804885,-18.70815
603,-8.1085415,4.9906673,-18.100752
604,-1.3709431,11.886533,-14.479928
605,-14.661093,-5.8002152,-12.717184
606,-3.7304811,9.525844,-0.08315763
607,-12.696637,-5.1475654,-3.3436346
608,-24.032848,-2.6960933,5.862672
609,-0.12680644,-6.4376097,10.225368
610,-3.2535346,11.342572,-7.840647
611,-23.220219,4.33578,-8.54055
612,-6.287534,11.084203,-19.181936
613,-16.445337,13.920532,1.3745087
614,-18.248962,16.1245,-3.540385
615,-16.435778,-6.3260784,3.3694844
616,-2.7119322,-0.5858479,-14.902652
617,-7.529489,9.348879,-4.2729783
618,0.27745757,-1.2522904,-17.439217
619,1.5828676,9.069626,-12.279861
620,-6.27152,11.1340685,-19.20422
621,16.201775,0.8280001,-11.627565
622,-22.067385,7.4972467,2.7723987
623,-10.719006,-9.82881,-9.958068
624,-9.955636,13.680157,-2.9665544
625,0.20620194,-1.2094684,-17.41062
626,2.920131,14.019745,-18.726402
627,-0.2968945,-6.489042,10.43548
628,11.022689,10.5416155,-10.086637
629,-3.6006644,-0.78731775,-9.48409
630,0.24348095,-1.2056975,-17.406067
631,-8.769772,-14.554816,-6.739699
632,-18.666075,-0.19674596,-5.9413276
633,-7.5733423,13.44732,-5.8777175
634,-4.315044,10.090936,0.77740747
635,-0.87316555,2.177438,1.7512957
636,-6.663696,10.59348,-2.4796095
637,-4.722465,0.46410844,-0.5196299
638,-4.316852,-0.0033389726,-16.391886
639,16.231752,-0.12253775,-10.806763
640,-8.406911,0.22216417,-1.5346035
641,1.4893624,-0.42556942,-17.83447
642,0.19614932,-1.2049946,-17.397533
643,-0.84649175,3.5382524,-20.3595
644,-0.9529097,3.6485124,-4.634381
645,-5.795719,18.433393,-0.47376093
646,-8.861561,5.675477,-18.04722
647,-10.950415,1.4016197,11.790691
648,-3.5317385,11.761976,-17.09306
649,-14.300442,-12.864469,4.8479366
650,0.23543034,-1.2192886,-17.411087
651,0.22207652,-1.1924314,-17.41383
652,-15.430483,-6.622903,-0.7652566
653,-8.981261,6.358013,-7.98446
654,0.07293546,-6.9238043,10.373306
655,-2.8627748,2.7532282,-2.5200968
656,-10.166152,-8.491824,-8.598864
657,-4.2200193,-6.337437,-8.307936
658,1.7795821,8.128984,11.6307
659,19.520592,10.234073,-8.468229
660,-3.820233,12.601777,16.900345
661,1.7623137,8.278075,11.7145815
662,1.7778547,8.266197,11.7164345
663,-10.881113,-20.793844,0.9887002
664,-10.654653,-8.170969,-8.745474
665,-12.881481,-20.01066,-6.1718683
666,-10.908319,-7.8714232,-8.885663
667,-13.179829,0.3089558,-11.951223
668,-22.044838,2.3597772,-1.8725102
669,-8.636414,-14.039788,-6.154822
670,-2.4008365,18.068996,0.38466057
671,-16.045977,-18.172398,-5.908275
672,-10.880816,0.42606682,-2.163334
673,-15.163598,2.7179294,-7.409383
674,-1.7867819,-13.395077,-7.1570363
675,-3.167733,4.190821,4.721429
676,-13.935783,-5.125978,-3.4080856
677,-21.970037,-8.126372,0.15827185
678,-0.729752,-5.899857,-7.3467216
679,-7.7783117,-15.490993,4.0532174
680,-7.263325,-18.919863,-13.929811
681,-9.801633,7.7103457,3.1505058
682,-11.382945,7.2717257,-0.10468912
683,-5.8576593,10.663379,-2.6499345
684,-4.0808616,-0.7550109,-17.082716
685,-12.501694,2.291652,9.19827
686,-8.39315,4.297903,-9.355296
687,-6.015086,0.83004785,-1.149735
688,-13.4268055,-5.341076,-4.3120074
689,0.082002126,-1.1443143,-17.347012
690,-13.741119,-4.9399457,-3.1037512
691,7.0973215,3.523529,18.694906
692,2.6110077,-13.795501,15.603059
693,-1.0896897,-5.955197,-3.655554
694,-14.3728075,-13.234115,-2.202482
695,-13.427311,-2.552814,-10.417597
