,new_V1,new_V2
136,-36.795105,-11.969726
137,-19.438034,21.16444
138,9.518696,23.137033
139,21.703398,1.2015278
140,-16.859713,-6.4087086
141,4.49235,15.891694
142,3.3027508,-21.786963
143,-28.4859,-6.3700714
144,12.356759,-5.911793
145,-31.600313,-9.586944
146,-3.687323,-25.078289
147,3.967846,6.5510798
148,-1.2506182,46.79924
149,8.898325,-16.191607
150,-16.695112,14.801696
151,-15.918037,18.577374
152,35.409573,-37.076492
153,0.5427531,48.15583
154,13.095272,-34.990658
155,-18.079113,-6.7504797
156,3.3040106,24.72279
157,-4.0551376,18.911945
158,-14.11713,20.13748
159,-18.456617,-3.725037
160,23.46897,13.85475
161,3.637643,-22.147486
162,-16.103907,-6.3610997
163,43.540924,-0.21760638
164,-8.57723,-6.436671
165,-9.907722,-1.2711841
166,-4.466673,-12.912322
167,25.413021,28.77423
168,-27.3485,1.0644801
169,4.7561417,-17.149874
170,-28.23486,1.1770787
171,-9.189082,-10.080165
172,-4.3314214,8.829748
173,-41.003902,9.331423
174,33.737045,10.237313
175,9.150752,31.933718
176,-15.851914,19.29658
177,7.618268,14.459776
178,-12.624141,17.872982
179,21.816372,10.221581
180,-41.59283,-16.88967
181,6.6515,11.40812
182,-27.815334,7.072402
183,2.9821517,16.926819
184,-10.789106,28.778036
185,10.558042,12.889245
186,-9.686578,28.473495
187,-10.234487,13.889727
188,-0.9000751,41.43203
189,10.889004,12.2263565
190,17.042448,-6.9558644
191,29.178133,-29.820856
192,4.361174,17.153156
193,9.601565,17.22106
194,23.690289,-26.64894
195,-12.275076,7.3364363
196,-10.905183,28.770752
197,-19.370646,-1.381609
198,-0.01193561,-4.602647
199,15.973967,13.751384
200,40.082603,13.107911
201,8.981752,25.598429
202,14.570519,-31.907963
203,22.005522,-1.8087481
204,-15.361263,-2.4677927
205,12.3879595,-8.082931
206,18.51465,34.175392
207,1.2490513,48.299408
208,-3.5124016,6.1388726
209,31.305641,10.1449175
210,-11.498747,-6.016312
211,0.56914115,-10.403646
212,19.307468,-6.061272
213,16.474413,21.131445
214,9.113918,9.639232
215,-3.6679018,5.669987
216,11.184306,25.277609
217,-8.48853,-6.131011
218,-14.255261,27.49168
219,5.449246,21.370253
220,5.43664,-29.152758
221,-19.11438,3.2685513
222,35.455353,-36.995594
223,-27.825752,0.99875975
224,-41.171314,-19.0963
225,-0.804456,7.3664436
226,12.24969,-8.079087
227,-3.339695,1.9187694
228,-22.184198,-16.555689
229,-2.4032261,25.388605
230,-15.467003,11.59063
231,-19.399887,31.200912
232,16.465334,-9.59943
233,6.356338,31.612535
234,13.459568,23.906864
235,-17.413784,-6.4981565
236,-42.179974,-18.492298
237,-5.2032533,15.687156
238,-3.3171232,-15.120913
239,-12.528849,18.674728
240,-19.431335,21.44033
241,-35.75241,-7.5928063
242,-0.93713826,35.660034
243,-8.466463,19.741407
244,-21.97276,-16.25192
245,6.4329767,-15.706794
246,24.069307,-0.08141544
247,21.170181,-27.42448
248,4.708679,16.662868
249,7.950006,18.414629
250,-7.801957,30.08054
251,-11.5173645,-9.373311
252,-14.9305105,-9.1358595
253,-4.1893783,15.012867
254,-10.0132475,29.318684
255,33.3659,13.079823
256,3.6149497,15.944542
257,3.4201503,-21.812643
258,15.409722,-28.072126
259,-8.995296,-6.998946
260,-3.393337,15.340674
261,-4.291115,15.041364
262,16.428236,-9.443121
263,-25.747427,10.77047
264,9.857163,18.300062
265,-5.7549214,18.064377
266,-5.7050357,27.697283
267,-0.20579395,47.832462
268,-27.464207,1.269468
269,-26.076618,-4.08303
270,-9.814005,-1.2820612
271,-3.7956002,14.886767
272,-0.076942295,6.6006303
273,-10.155058,-2.892714
274,-0.31086493,47.51743
275,15.431497,-28.066433
276,-28.552206,2.0634737
277,-19.11302,3.2681968
278,25.377169,29.045256
279,-28.53057,2.033242
280,-5.2866488,5.9402018
281,-17.301487,11.8284445
282,-16.85971,-6.408812
283,-1.8454077,-7.819738
284,-8.441689,30.358984
285,-0.8281109,35.653954
286,-6.08448,-8.005675
287,-2.280514,-23.720621
288,1.6761668,29.85138
289,-26.178883,7.1608386
290,14.720121,7.234102
291,-17.013556,-33.967484
292,1.536134,29.810856
293,1.4201161,29.8152
294,-36.672028,-3.323368
295,-8.028401,19.65413
296,21.444307,-8.421926
297,23.466312,-27.41975
298,-9.381094,19.429752
299,-10.721773,-5.029129
300,-17.413754,-6.498088
301,7.8809543,-15.557848
302,-2.1006572,-7.6185975
303,4.3651075,28.927916
304,-11.187154,34.078903
305,-24.167917,9.681547
306,-20.485294,18.604189
307,-7.821366,21.72672
308,-33.25334,9.767255
309,-23.068007,22.6959
310,-11.058171,17.473219
311,-12.7365885,-9.899368
312,-32.15312,0.8029317
313,-15.615928,-2.5957325
314,34.99043,10.992216
315,16.748066,32.130035
316,17.184885,31.711876
317,23.418673,-27.171997
318,43.57712,-0.3336924
319,-23.302338,21.715122
320,6.600421,31.424042
321,-26.260164,7.020724
322,12.494529,-4.137208
323,-12.596228,18.443146
324,-8.407748,19.737862
325,-4.43348,-1.1516273
326,-12.537077,18.689209
327,-2.293817,16.697483
328,-1.188405,-8.338129
329,-16.705626,14.984173
330,-17.37555,11.585433
331,9.218254,25.832949
332,-9.055223,17.278742
333,-0.6751697,-15.239132
334,-9.7449,16.62513
335,9.365478,11.9701605
336,-13.236557,18.285172
337,-34.55904,-3.0782754
338,-33.608467,10.623815
339,-16.33637,18.128372
340,-29.090122,-13.150766
341,7.255823,-25.374716
342,-33.105793,9.831426
343,-21.223545,4.235146
344,-17.754906,-6.6406846
345,-8.876794,18.121967
346,-14.355261,-9.330283
347,-16.120577,-6.3602233
348,17.378443,-6.8967094
349,-12.880065,18.827923
350,7.2567935,-25.362358
351,-5.703416,22.023615
352,35.180492,3.9668021
353,-31.920826,0.5960362
354,1.3673437,-11.684731
355,-7.4904165,16.003298
356,0.0739542,-8.105543
357,15.059815,-5.5651007
358,-16.44377,-6.254894
359,-16.880045,-6.286274
360,-16.313381,-6.083782
361,-41.776344,-18.557793
362,-32.34168,-9.592219
363,-11.795418,-6.1729255
364,5.485064,-29.172853
365,4.3435,16.720171
366,-5.279239,22.431181
367,-19.114344,3.2685475
368,-33.23125,0.8168637
369,-30.80213,2.4043362
370,-14.098784,37.834732
371,-18.817951,-4.4983635
372,-11.760711,5.8664994
373,-0.5525568,47.620758
374,-14.327024,20.046238
375,-16.634718,15.483144
376,-7.418747,-8.572183
377,-10.858304,24.789356
378,-3.0338376,12.371658
379,-10.333266,13.758671
380,35.46789,-37.145702
381,-8.4468,21.573248
382,-7.1771507,-3.66926
383,16.464518,-9.322329
384,-10.3513975,13.610784
385,3.8688462,-22.769154
386,-0.032441504,8.284705
387,-30.645887,-9.667299
388,-33.14333,10.005717
389,5.429886,-24.705515
390,-14.439451,-9.162082
391,-8.880881,-6.36538
392,6.499958,23.686022
393,-1.303829,3.8316038
394,22.030062,-9.1871
395,2.3138545,-22.566324
396,-12.554221,19.453568
397,-5.52598,22.161982
398,-22.129133,17.011023
399,-8.352687,-1.7011797
400,22.431099,-1.5309961
401,4.7898264,-22.671568
402,-20.478956,18.616356
403,18.50478,35.462605
404,-13.270979,-3.3828537
405,-11.008242,33.924946
406,10.510971,11.009581
407,13.303552,-34.743237
408,-21.86052,17.018864
409,-4.8771257,6.8095627
410,-0.09464261,47.651264
411,24.18653,-28.028236
412,-18.818653,0.6108656
413,-5.870076,-1.5368261
414,11.10941,25.139872
415,-13.000033,-10.3709345
416,-6.2515945,-1.2043234
417,-6.2370496,-7.545931
418,-24.921618,-6.39539
419,-31.911043,-7.4190784
420,-3.6226966,18.7359
421,-22.636467,-5.3831134
422,-19.528725,11.35863
423,-34.632683,-2.954933
424,12.937012,17.71989
425,19.940351,-27.654432
426,-0.6787446,-15.24278
427,15.873542,-8.408414
428,-40.331753,10.009777
429,-41.23185,-18.583473
430,-17.677814,-3.9691052
431,5.965653,31.608547
432,-27.32822,1.1919503
433,-17.162527,-1.6482152
434,2.0407114,27.108656
435,-28.5007,1.6902788
436,-6.1684613,19.867245
437,16.981192,-8.273086
438,-1.0316257,-8.668998
439,-9.126898,-6.5377088
440,4.4975452,-22.601196
441,12.9665985,-34.9409
442,-10.844024,29.179295
443,-4.032442,7.9640555
444,-5.509703,17.975697
445,5.701997,22.785612
446,-27.251612,16.013084
447,26.936903,-1.4198382
448,-1.1962347,11.09923
449,-10.169084,21.534492
450,-5.8429546,-8.548788
451,-6.90422,-8.953147
452,-4.845467,-28.512182
453,-11.325396,26.431654
454,24.350567,-28.11205
455,8.011079,26.33416
456,40.38281,17.269268
457,-5.090232,6.262592
458,-25.60769,-4.355577
459,15.087297,-32.001205
460,-23.138647,19.424086
461,-0.28426233,19.863667
462,-16.84252,14.828767
463,-16.780928,14.889587
464,-16.780725,14.889525
465,-15.283693,6.9043493
466,16.37312,-9.648616
467,-12.051681,7.1888356
468,-6.8221283,-8.835641
469,2.2638588,26.271292
470,-22.626778,-9.158205
471,-34.70913,-30.298132
472,-14.421756,12.564206
473,-16.426931,-6.116309
474,-6.9600534,-9.075185
475,-6.23116,18.410183
476,-8.876132,-11.044381
477,-22.381844,1.2811525
478,-16.817007,15.11803
479,-41.930794,-16.903103
480,-5.904618,-7.749236
481,4.724313,15.786413
482,-3.1017597,15.437501
483,-15.804983,18.928074
484,-8.908848,27.842957
485,44.338085,0.010001132
486,22.21048,17.219069
487,4.2523108,6.424916
488,9.261261,11.548521
489,-35.23941,-28.349815
490,-3.493873,-10.493049
491,-16.86,14.941098
492,2.824527,16.743956
493,-2.9495468,39.65984
494,-26.767109,8.406624
495,3.4955342,16.07026
496,-26.109468,-4.0564594
497,-32.27213,-28.327316
498,6.7630315,11.691627
499,4.5663247,15.758702
500,9.880143,18.002415
501,-16.29544,-28.636644
502,-11.015457,32.12143
503,-28.545855,1.2845529
504,-33.597515,-29.887053
505,14.780419,-32.13441
506,-16.549036,-6.002031
507,-6.8516765,-8.949371
508,0.004396102,14.532093
509,-5.005593,6.3859115
510,-6.5850735,25.3808
511,19.595331,-6.281718
512,3.8194442,-22.76069
513,-1.3896805,35.697796
514,-15.953514,-26.688381
515,-18.48378,-4.8516464
516,-7.5147877,22.296495
517,18.208288,35.160625
518,-10.887828,32.28258
519,4.357008,28.971123
520,-3.9963398,24.591215
521,0.18045926,47.5759
522,-19.643715,12.700378
523,-6.8101735,-8.8013315
524,-14.597525,-23.522549
525,-5.8328094,-8.023252
526,-14.700191,-23.606997
527,12.447267,-5.620225
528,-4.2254667,4.7328315
529,-3.6894097,-13.113351
530,-3.8833036,16.24166
531,-8.283055,-1.7796551
532,19.04792,23.308058
533,24.189587,-0.079745576
534,-16.745703,14.6917515
535,-6.7727222,-6.8661556
536,12.981044,-34.962772
537,3.3069072,-21.826817
538,0.22178607,48.050316
539,-11.718049,26.292105
540,16.68797,-8.37128
541,7.7359633,15.198673
542,-33.03107,-27.756573
543,-23.5172,19.112602
544,-16.69263,-28.734426
545,34.2137,9.944739
546,4.2079387,22.756536
547,1.8768481,6.222248
548,-6.860435,-4.244481
549,16.711678,9.41929
550,-31.250196,-10.790911
551,-6.477438,-7.488165
552,15.074537,-4.8646383
553,-6.8111434,-8.978781
554,-6.8111424,-8.977267
555,-6.8332644,-8.959549
556,2.3906538,26.53287
557,-9.665186,8.612636
558,-31.920822,0.59617925
559,-2.4507117,16.634178
560,28.964804,-29.897182
561,-2.096318,16.730135
562,-8.690215,-7.123626
563,-42.152435,-18.730932
564,16.773676,20.64529
565,-40.814457,7.8254213
566,-19.432905,21.145798
567,-16.67057,14.508422
568,17.678846,-5.7794323
569,4.6221023,16.166275
570,-19.403831,21.02031
571,35.506027,3.9638216
572,35.45091,-37.010197
573,19.244816,-6.0316343
574,-25.44885,0.75110495
575,-13.333811,-1.648456
576,21.85318,-9.077524
577,12.236404,-8.220817
578,20.746565,11.905157
579,16.530499,-9.545192
580,38.364803,3.2752757
581,-29.823427,17.161083
582,19.070536,-5.8481903
583,-14.604602,-2.6781595
584,16.810276,31.936876
585,18.867115,-5.614715
586,18.831987,-5.6041164
587,-7.405488,16.846426
588,-19.435125,21.470144
589,26.518679,0.82990104
590,-39.435127,-17.205643
591,-9.963244,-3.0244596
592,-24.369623,4.9562716
593,-16.424286,-5.763451
594,-31.921003,0.604053
595,-15.599841,14.918196
596,-15.29209,-25.747795
597,-7.8955197,19.581455
598,-14.593185,6.821203
599,-16.823572,15.175809
600,-17.794903,-6.6405754
601,-4.3478394,8.034659
602,22.050692,-9.203574
603,-10.979204,34.149918
604,12.196836,-8.161735
605,-23.38607,19.21211
606,4.4738765,16.285975
607,-5.8979554,-8.069502
608,2.404806,34.380512
609,-8.02125,9.147975
610,-31.595636,-9.729567
611,-15.282963,3.6187377
612,12.464993,-4.131314
613,-1.9472004,27.018316
614,13.121637,-34.935394
615,0.14926448,32.80222
616,17.711535,-5.8744106
617,-8.013315,19.49822
618,19.228535,-5.9968467
619,-12.547066,-8.237165
620,12.49452,-4.137179
621,30.490353,12.342374
622,25.14145,28.417147
623,-1.0112373,47.129322
624,8.747013,-32.200466
625,18.89409,-5.7196655
626,23.417944,-27.171673
627,-7.9380193,8.894933
628,4.468018,-17.285032
629,-2.5734637,16.550085
630,18.925137,-5.6955585
631,-21.99447,-8.835793
632,-8.134211,22.52558
633,-17.479126,-2.7452557
634,4.5254297,16.186113
635,-21.72444,17.053993
636,3.0385056,16.001207
637,-23.44306,4.3092275
638,38.50628,3.288965
639,30.481657,12.663363
640,13.543309,11.153269
641,21.798681,-8.99978
642,18.870998,-5.56587
643,-15.388962,-9.463667
644,-25.688168,3.746903
645,-36.26836,-1.0825653
646,-10.731802,33.732464
647,-28.977108,1.9639878
648,10.874232,-7.4308834
649,21.531326,-0.23155913
650,19.01291,-5.8219957
651,18.86415,-5.638264
652,-7.9610434,-8.507207
653,-26.36693,8.919242
654,-7.926666,9.053596
655,-25.075094,3.2433982
656,4.3609753,29.01184
657,-6.3165593,30.154942
658,2.194753,5.87375
659,-41.201534,-19.296822
660,5.5742745,9.288499
661,2.4118614,6.13579
662,21.78943,-9.008209
663,-26.247772,12.595394
664,2.429919,29.531855
665,-15.288034,11.706237
666,1.8783077,29.743029
667,16.009302,28.205929
668,-12.811249,10.370098
669,-21.867008,-8.825841
670,-34.776093,-28.459618
671,15.672939,32.362316
672,-10.650357,0.5550167
673,-32.15662,0.8200364
674,33.9651,-31.17622
675,-3.4460874,12.269393
676,-5.982337,-7.518264
677,8.889209,32.489166
678,-8.863486,27.833614
679,-5.619034,-31.619812
680,40.360485,17.256943
681,-12.293364,7.08349
682,-11.895307,5.4880004
683,3.5297182,16.21595
684,37.76572,3.3524086
685,-27.28529,0.9125198
686,-26.618063,7.657976
687,-10.808211,17.352026
688,-5.718737,-7.844043
689,18.74877,-5.441279
690,-6.3249927,-7.6257014
691,-4.747706,-12.75197
692,-19.182587,31.859432
693,-11.171788,29.508688
694,-16.467012,-27.16506
695,18.59836,24.526392
696,12.8773985,-5.27573
697,-25.493557,0.7618542
698,17.554821,-8.717421
699,1.8343136,30.221148
700,-3.792598,3.5442853
701,-26.778025,-8.147391
702,4.770942,-17.177872
703,3.985804,7.1923485
704,10.982091,17.243574
705,-16.436531,-26.105293
706,-7.0734754,-9.1252165
707,-8.04996,-3.5476036
708,-10.049919,28.229248
709,12.061411,23.86445
710,-4.1707516,8.38858
711,-17.40853,-8.671623
712,-3.651994,17.957851
713,15.948874,-9.408021
714,-9.768379,-3.1067357
715,-27.414621,1.0327857
716,-4.0595107,24.598892
717,4.345058,28.925228
718,-6.2756963,-7.6487293
719,-14.953147,6.617059
720,-2.9192476,16.635918
721,22.35608,13.154338
722,-27.546026,1.102851
723,-17.900091,-6.663314
724,-7.9288106,8.906562
725,17.367533,-2.7481568
726,-23.557232,19.13031
727,-12.31237,-3.3405354
728,-5.694851,-7.4960017
729,-5.7061896,-7.54084
730,-3.1530578,15.24383
731,32.8269,11.853984
732,-27.612757,0.87546045
733,-31.404638,1.3712637
734,-5.7091923,-7.5167828
735,4.691155,16.430063
736,-15.644401,32.326397
737,25.590338,31.550589
738,-5.6995335,-7.4911084
739,-5.661996,-7.560683
740,-2.4544165,17.296686
741,-17.348213,-33.01876
742,20.673727,32.247383
743,34.939552,10.887549
744,-3.3421571,1.9272221
745,-5.488294,-7.4938483
746,5.833799,-16.667614
747,24.761276,31.156103
748,12.558875,21.302376
749,-34.73287,-28.295256
750,1.3718606,27.055998
751,7.6790514,14.574097
752,-40.757782,9.672665
753,44.167645,-0.07148513
754,-6.224499,-11.285318
755,-19.326756,15.560251
756,0.32513532,16.756083
757,3.38379,-21.832026
758,-23.540352,-20.554806
759,2.2689142,26.64903
760,4.7355056,-17.175743
761,4.2795134,16.009775
762,-5.955216,-7.689076
763,32.73237,11.955799
764,13.411769,-31.11858
765,21.683632,1.5588604
766,-0.33740935,8.28461
767,35.082027,4.0798264
768,-3.852733,16.213755
769,5.0454273,16.697966
770,-10.392067,-1.4671836
771,-3.9306135,16.105207
772,-2.4555264,1.6646146
773,44.087452,-0.1308307
774,6.6326838,11.784911
775,-21.769142,-8.755898
776,-6.0460715,-7.58799
777,-3.9497213,16.398075
778,-14.820454,-2.598587
779,-3.7806802,16.35677
780,-5.9132104,-7.727141
781,-6.05722,-7.5255575
782,-5.877334,-7.7323203
783,-10.010577,28.234533
784,-10.327748,-3.8864527
785,-21.827429,-8.787728
786,-3.923412,8.3900385
787,-0.637824,19.600924
788,-5.833669,-7.4495163
789,-5.5507417,-7.59403
790,5.525341,9.273759
791,-5.7121034,-7.4997888
792,-5.673125,-7.5609393
793,-5.5619316,-31.606716
794,24.235502,15.280039
795,7.188785,12.801576
796,-3.1602995,16.880312
797,25.45486,29.208868
798,-14.538666,5.9772587
799,-2.6929374,16.946894
800,-7.4856176,-8.853504
801,-7.488815,-8.853004
802,-14.448444,37.53386
803,-8.755818,19.761885
804,-7.2489834,-9.034374
805,6.6676016,30.213627
806,11.274472,12.55163
807,-15.031496,19.67637
808,-15.123354,7.325376
809,-5.8834414,-7.7754107
810,-33.701454,-29.998663
811,9.704526,9.464778
812,-21.734896,-8.754195
813,14.999316,-31.917667
814,13.666142,20.594358
815,-9.477992,28.087461
816,9.658791,9.382826
817,28.94201,-29.92121
818,-8.357215,30.334959
819,-16.731941,-5.912666
820,-7.0277185,-9.105134
821,14.121854,-32.280636
822,-1.2215853,3.700379
823,-18.55537,-3.8598986
824,29.808397,-30.507975
825,21.078156,-0.79093695
826,15.4504385,-28.044825
827,-6.0797763,-7.715663
828,-34.779327,-30.772436
829,14.67838,7.54408
830,9.590887,17.216711
831,-5.78431,-28.834152
832,-5.630474,-7.5941076
833,-30.465874,16.966679
834,3.9899619,-22.878708
835,-18.771757,11.084649
836,-5.6128197,-7.6689587
837,-5.557541,-7.664757
838,-26.93953,0.97757554
839,-25.029802,5.510468
840,-7.806337,8.394027
841,3.6600184,-22.039368
842,20.852674,11.818906
843,-19.511112,30.854162
844,-40.687897,-18.354382
845,-24.215864,3.8077
846,14.910559,7.005577
847,-15.0841875,31.172832
848,-34.78919,-3.0205047
849,-10.72315,32.946487
850,10.435785,16.469408
851,-3.8157825,17.0225
852,-24.69502,5.091304
853,-34.538204,-2.9316926
854,34.62898,10.7646
855,7.268429,-25.373821
856,-19.234938,31.660501
857,-16.963121,25.254705
858,-22.558462,4.2661214
859,21.169983,-27.417892
860,-8.087769,19.747179
861,-2.341127,-23.819887
862,-5.17278,-14.092466
863,4.1563053,-22.564743
864,-27.495205,-10.551459
865,0.5501735,-5.1078067
866,7.2274156,-24.665901
867,-1.9832171,15.404504
868,-4.466622,9.68626
869,7.917589,-15.576969
870,-7.6995554,8.518162
871,-3.8468337,8.063421
872,-23.797615,6.9163175
873,4.6431046,16.656452
874,-16.55677,-28.325277
875,-17.138054,-6.431758
876,-16.478506,-28.124657
877,24.06307,0.03238026
878,16.479189,-9.5247
879,35.276638,-37.035168
880,14.151501,18.290527
881,17.904686,34.20905
882,-4.941838,19.587328
883,-4.7479024,-28.683935
884,-10.96914,24.311028
885,-18.466286,-3.760228
886,-36.635204,-0.55494016
887,11.1877985,11.927429
888,-26.994638,15.6826315
889,-29.333008,-12.884884
890,34.653065,-36.135746
891,-2.3809838,16.237185
892,-4.1432366,14.694043
893,-14.895251,8.368327
894,0.007331635,8.12415
895,-7.731321,6.670821
896,-4.1398687,-23.847803
897,-30.350973,17.05968
898,-19.301783,-1.4523201
899,-8.141976,15.803414
900,-0.004128424,47.448627
901,1.3218771,1.3659201
902,-32.59552,-27.47027
903,40.082943,13.098356
904,2.3404744,8.5067835
905,33.359657,-30.974716
906,-29.88057,-8.189654
907,17.22153,31.769144
908,-0.35415202,47.46379
909,-12.496176,19.72544
910,2.2074792,8.213184
911,-8.135638,19.747208
912,-16.032227,13.535351
913,-18.374126,-4.86415
914,-3.5278325,6.0590363
915,-12.49282,19.716742
916,0.9941826,27.403889
917,-12.8567705,8.452897
918,-14.3258,8.037562
919,-16.621653,15.03688
920,-12.549874,8.639881
921,-16.358175,-26.913465
922,-16.62262,15.331309
923,-12.672596,18.99704
924,-2.331001,16.551756
925,-3.0299568,17.194519
926,18.355164,35.46211
927,-8.024657,-6.2295914
928,-29.27257,-12.893127
929,-0.41005096,-3.8926706
930,-33.553493,10.586745
931,-0.020150412,7.078179
932,1.8850487,7.121537
933,0.9366267,-21.6031
934,-21.896345,-16.389795
935,32.949234,-35.203068
936,4.0004005,16.634699
937,-12.481459,19.793789
938,-16.31675,15.5077715
939,-19.882624,26.803186
940,-31.921526,0.60417473
941,-4.209029,4.528494
942,21.846262,10.835029
943,-23.415274,18.986067
944,0.7346776,28.966234
945,21.390009,13.59764
946,2.369431,17.07212
947,-22.172588,1.3799057
948,-31.921038,0.6040527
949,-3.6871738,14.946733
950,-18.194557,-6.780234
951,7.0567555,26.871191
952,9.245313,-15.908902
953,-14.699521,-10.06294
954,-5.5880127,-31.622644
955,14.201232,13.454419
956,5.446964,22.129208
957,-21.704271,17.016607
958,8.148705,18.539011
959,10.455607,12.389238
960,-37.743458,-13.473187
961,-5.397106,22.31518
962,-31.924232,0.6156964
963,-2.1473324,15.432672
964,-7.8711853,8.851513
965,17.483248,-8.444322
966,12.212414,-35.31201
967,-1.2777413,46.83228
968,-22.860683,1.0952175
969,-1.5282358,16.51549
970,7.435586,12.655519
971,-27.290855,8.446407
972,35.4772,-37.175453
973,3.3098927,-21.898268
974,-10.472035,28.790768
975,-8.060479,28.4261
976,4.7221622,16.14942
977,3.9123704,-22.16237
978,2.2159803,28.648006
979,-2.014995,16.421907
980,40.07312,12.293621
981,-19.568602,26.658777
982,-25.36919,4.7381587
983,2.3325818,8.65706
984,-1.8931967,8.791126
985,-33.924953,2.5135577
986,3.744708,-22.829353
987,13.874033,28.586811
988,-31.923712,0.6157031
989,7.2577353,-25.334568
990,-6.1064467,18.235502
991,-27.003035,6.789187
992,-2.598146,25.052998
993,38.432686,1.4694483
994,15.5941305,-6.6519923
995,-6.1326656,18.36504
996,18.394135,35.52977
997,-2.1134953,16.62038
998,-5.620428,-31.619427
999,21.522844,0.6691788
1000,29.848598,-5.707284
1001,6.225784,27.729366
1002,0.24770553,17.244974
1003,-12.710014,19.178677
1004,-40.23185,-15.631435
1005,-13.101008,31.78171
1006,3.3795707,-22.081472
1007,-4.339564,-8.909616
1008,22.019007,-9.136729
1009,22.071669,-9.199484
1010,15.718035,-5.971325
1011,22.06996,-9.20662
1012,19.772528,-6.448992
1013,-14.549209,-9.207481
1014,22.074411,-9.203518
1015,22.073425,-9.201565
1016,19.783379,-6.4536953
1017,22.073467,-9.20106
1018,22.063932,-9.190102
1019,22.077991,-9.206742
1020,22.075233,-9.203815
1021,-3.454841,36.79959
1022,22.077839,-9.206461
1023,15.907102,13.805045
1024,22.0717,-9.198599
1025,22.075954,-9.2045
1026,19.789597,-6.4617906
1027,-23.53394,19.113668
1028,22.07023,-9.198643
1029,-1.1460669,-13.626324
1030,22.079348,-9.209387
1031,22.077246,-9.207366
1032,19.783333,-6.453804
1033,22.075777,-9.203957
